Column1,Column2,Column3
"POLYGON ((135.573412 34.710829, 135.571849 34.710713, 135.570337 34.71037, 135.568923 34.70981, 135.567654 34.709052, 135.56657 34.70812, 135.565705 34.707043, 135.565089 34.705857, 135.56474 34.704599, 135.564669 34.703311, 135.56488 34.702033, 135.565365 34.700806, 135.566109 34.69967, 135.567087 34.698662, 135.568268 34.697813, 135.569615 34.697152, 135.571084 34.696699, 135.572628 34.696468, 135.574196 34.696468, 135.57574 34.696699, 135.577209 34.697152, 135.578556 34.697813, 135.579737 34.698662, 135.580715 34.69967, 135.581459 34.700806, 135.581944 34.702033, 135.582155 34.703311, 135.582084 34.704599, 135.581735 34.705857, 135.581119 34.707043, 135.580254 34.70812, 135.57917 34.709052, 135.577901 34.70981, 135.576487 34.71037, 135.574975 34.710713, 135.573412 34.710829))",â°íÁ 800m radius,
POINT (135.56979 34.702494 0.0),ëÂç„ésóßâ°íÁíÜäwçZ,354.5 m from â°íÁ
POINT (135.577286 34.703264 0.0),ëÂç„ésóßàÔìcíÜäwçZ,356.5 m from â°íÁ
POINT (135.580681 34.710953 0.0),íﬂå©óŒín,
"POLYGON ((135.580681 34.718148, 135.579118 34.718032, 135.577605 34.717689, 135.576192 34.717129, 135.574922 34.716371, 135.573838 34.715439, 135.572974 34.714362, 135.572357 34.713176, 135.572008 34.711918, 135.571938 34.71063, 135.572148 34.709352, 135.572633 34.708125, 135.573377 34.706989, 135.574355 34.705981, 135.575537 34.705132, 135.576884 34.704471, 135.578353 34.704018, 135.579897 34.703787, 135.581465 34.703787, 135.583009 34.704018, 135.584478 34.704471, 135.585825 34.705132, 135.587007 34.705981, 135.587985 34.706989, 135.588729 34.708125, 135.589214 34.709352, 135.589424 34.71063, 135.589354 34.711918, 135.589005 34.713176, 135.588388 34.714362, 135.587524 34.715439, 135.58644 34.716371, 135.58517 34.717129, 135.583757 34.717689, 135.582244 34.718032, 135.580681 34.718148))",íﬂå©óŒín 800m radius,
POINT (135.587711 34.710694 0.0),ëÂç„ésóßàÔìcñkíÜäwçZ,643.2 m from íﬂå©óŒín
POINT (135.593111 34.717075 0.0),ñÂê^ìÏ,
"POLYGON ((135.593111 34.72427, 135.591548 34.724154, 135.590035 34.723811, 135.588621 34.723251, 135.587352 34.722493, 135.586267 34.721561, 135.585403 34.720484, 135.584786 34.719298, 135.584437 34.71804, 135.584367 34.716752, 135.584578 34.715474, 135.585063 34.714247, 135.585807 34.713111, 135.586785 34.712103, 135.587967 34.711254, 135.589314 34.710593, 135.590783 34.71014, 135.592326 34.709909, 135.593896 34.709909, 135.595439 34.71014, 135.596908 34.710593, 135.598255 34.711254, 135.599437 34.712103, 135.600415 34.713111, 135.601159 34.714247, 135.601644 34.715474, 135.601855 34.716752, 135.601785 34.71804, 135.601436 34.719298, 135.600819 34.720484, 135.599955 34.721561, 135.59887 34.722493, 135.597601 34.723251, 135.596187 34.723811, 135.594674 34.724154, 135.593111 34.72427))",ñÂê^ìÏ 800m radius,
POINT (135.547261 34.760002 0.0),à‰çÇñÏ,
"POLYGON ((135.547261 34.767197, 135.545697 34.767081, 135.544184 34.766738, 135.542769 34.766178, 135.541499 34.76542, 135.540414 34.764488, 135.539549 34.763411, 135.538932 34.762225, 135.538583 34.760967, 135.538513 34.759679, 135.538723 34.758401, 135.539209 34.757174, 135.539953 34.756038, 135.540932 34.75503, 135.542114 34.754181, 135.543462 34.75352, 135.544931 34.753067, 135.546476 34.752836, 135.548046 34.752836, 135.549591 34.753067, 135.55106 34.75352, 135.552408 34.754181, 135.55359 34.75503, 135.554569 34.756038, 135.555313 34.757174, 135.555799 34.758401, 135.556009 34.759679, 135.555939 34.760967, 135.55559 34.762225, 135.554973 34.763411, 135.554108 34.764488, 135.553023 34.76542, 135.551753 34.766178, 135.550338 34.766738, 135.548825 34.767081, 135.547261 34.767197))",à‰çÇñÏ 800m radius,
POINT (135.548561 34.76428 0.0),ëÂç„ésóßà‰çÇñÏíÜäwçZ,490.3 m from à‰çÇñÏ
POINT (135.544553 34.75221 0.0),êêåıélíöñ⁄,
"POLYGON ((135.544553 34.759405, 135.542989 34.759289, 135.541476 34.758946, 135.540061 34.758386, 135.538791 34.757628, 135.537707 34.756696, 135.536842 34.755619, 135.536225 34.754433, 135.535876 34.753175, 135.535805 34.751887, 135.536016 34.750609, 135.536501 34.749382, 135.537245 34.748246, 135.538224 34.747238, 135.539406 34.746389, 135.540754 34.745728, 135.542224 34.745275, 135.543768 34.745044, 135.545338 34.745044, 135.546882 34.745275, 135.548352 34.745728, 135.5497 34.746389, 135.550882 34.747238, 135.551861 34.748246, 135.552605 34.749382, 135.55309 34.750609, 135.553301 34.751887, 135.55323 34.753175, 135.552881 34.754433, 135.552264 34.755619, 135.551399 34.756696, 135.550315 34.757628, 135.549045 34.758386, 135.54763 34.758946, 135.546117 34.759289, 135.544553 34.759405))",êêåıélíöñ⁄ 800m radius,
POINT (135.545332 34.752522 0.0),ëÂç„ésóßêêåıíÜäwçZ,79.2 m from êêåıélíöñ⁄
POINT (135.548978 34.748876 0.0),ëÂç„ésóßëÂãÀíÜäwçZ,548.5 m from êêåıélíöñ⁄
POINT (135.54454 34.743935 0.0),ÇæÇ¢Ç«Ç§ñLó¢,
"POLYGON ((135.54454 34.75113, 135.542976 34.751014, 135.541463 34.750671, 135.540049 34.750111, 135.538779 34.749353, 135.537694 34.748421, 135.53683 34.747344, 135.536213 34.746158, 135.535863 34.7449, 135.535793 34.743612, 135.536004 34.742334, 135.536489 34.741107, 135.537233 34.739971, 135.538212 34.738963, 135.539394 34.738114, 135.540741 34.737453, 135.542211 34.737, 135.543755 34.736769, 135.545325 34.736769, 135.546869 34.737, 135.548339 34.737453, 135.549686 34.738114, 135.550868 34.738963, 135.551847 34.739971, 135.552591 34.741107, 135.553076 34.742334, 135.553287 34.743612, 135.553217 34.7449, 135.552867 34.746158, 135.55225 34.747344, 135.551386 34.748421, 135.550301 34.749353, 135.549031 34.750111, 135.547617 34.750671, 135.546104 34.751014, 135.54454 34.75113))",ÇæÇ¢Ç«Ç§ñLó¢ 800m radius,
POINT (135.537978 34.743727 0.0),ëÂç„ésóßìåóÑíÜäwçZ,600.0 m from ÇæÇ¢Ç«Ç§ñLó¢
POINT (135.548978 34.748876 0.0),ëÂç„ésóßëÂãÀíÜäwçZ,682.9 m from ÇæÇ¢Ç«Ç§ñLó¢
POINT (135.560806 34.722269 0.0),ê¥êÖ,
"POLYGON ((135.560806 34.729464, 135.559243 34.729348, 135.55773 34.729005, 135.556316 34.728445, 135.555046 34.727687, 135.553962 34.726755, 135.553098 34.725678, 135.552481 34.724492, 135.552132 34.723234, 135.552062 34.721946, 135.552272 34.720668, 135.552757 34.719441, 135.553501 34.718305, 135.55448 34.717297, 135.555661 34.716448, 135.557008 34.715787, 135.558477 34.715334, 135.560021 34.715103, 135.561591 34.715103, 135.563135 34.715334, 135.564604 34.715787, 135.565951 34.716448, 135.567132 34.717297, 135.568111 34.718305, 135.568855 34.719441, 135.56934 34.720668, 135.56955 34.721946, 135.56948 34.723234, 135.569131 34.724492, 135.568514 34.725678, 135.56765 34.726755, 135.566566 34.727687, 135.565296 34.728445, 135.563882 34.729005, 135.562369 34.729348, 135.560806 34.729464))",ê¥êÖ 800m radius,
POINT (135.561145 34.726921 0.0),ëÂç„çëç€ëÍà‰çÇìôäwçZ,518.3 m from ê¥êÖ
POINT (135.561708 34.71755 0.0),ëÂç„ésóßàÆìåíÜäwçZ,531.1 m from ê¥êÖ
POINT (135.558302 34.715262 0.0),êVêXå√és,
"POLYGON ((135.558302 34.722457, 135.556739 34.722341, 135.555226 34.721998, 135.553812 34.721438, 135.552543 34.72068, 135.551459 34.719748, 135.550594 34.718671, 135.549978 34.717485, 135.549629 34.716227, 135.549558 34.714939, 135.549769 34.713661, 135.550254 34.712434, 135.550998 34.711298, 135.551976 34.71029, 135.553158 34.709441, 135.554505 34.70878, 135.555974 34.708327, 135.557517 34.708096, 135.559087 34.708096, 135.56063 34.708327, 135.562099 34.70878, 135.563446 34.709441, 135.564628 34.71029, 135.565606 34.711298, 135.56635 34.712434, 135.566835 34.713661, 135.567046 34.714939, 135.566975 34.716227, 135.566626 34.717485, 135.56601 34.718671, 135.565145 34.719748, 135.564061 34.72068, 135.562792 34.721438, 135.561378 34.721998, 135.559865 34.722341, 135.558302 34.722457))",êVêXå√és 800m radius,
POINT (135.561708 34.71755 0.0),ëÂç„ésóßàÆìåíÜäwçZ,402.1 m from êVêXå√és
POINT (135.559332 34.71157 0.0),ëÂç„êMà§èóäwâ@íÜäwçZ,421.2 m from êVêXå√és
POINT (135.558377 34.711094 0.0),ëÂç„êMà§èóäwâ@çÇìôäwçZ,463.5 m from êVêXå√és
POINT (135.558879 34.708809 0.0),ëÂç„éYã∆ëÂäwïçëÆçÇìôäwçZ,719.5 m from êVêXå√és
POINT (135.559783 34.708505 0.0),ëÂç„éYã∆ëÂäwïçëÆíÜäwçZ,763.4 m from êVêXå√és
POINT (135.54645 34.713095 0.0),ä÷ñ⁄ê¨àÁ,
"POLYGON ((135.54645 34.72029, 135.544887 34.720174, 135.543374 34.719831, 135.541961 34.719271, 135.540691 34.718513, 135.539607 34.717581, 135.538742 34.716504, 135.538126 34.715318, 135.537777 34.71406, 135.537706 34.712772, 135.537917 34.711494, 135.538402 34.710267, 135.539146 34.709131, 135.540124 34.708123, 135.541306 34.707274, 135.542653 34.706613, 135.544122 34.70616, 135.545666 34.705929, 135.547234 34.705929, 135.548778 34.70616, 135.550247 34.706613, 135.551594 34.707274, 135.552776 34.708123, 135.553754 34.709131, 135.554498 34.710267, 135.554983 34.711494, 135.555194 34.712772, 135.555123 34.71406, 135.554774 34.715318, 135.554158 34.716504, 135.553293 34.717581, 135.552209 34.718513, 135.550939 34.719271, 135.549526 34.719831, 135.548013 34.720174, 135.54645 34.72029))",ä÷ñ⁄ê¨àÁ 800m radius,
POINT (135.542187 34.718207 0.0),ëÂç„ï{óßàÆçÇìôäwçZ,689.1 m from ä÷ñ⁄ê¨àÁ
POINT (135.412146 34.638694 0.0),ÉgÉåÅ[ÉhÉZÉìÉ^Å[ëO,
"POLYGON ((135.412146 34.645889, 135.410584 34.645773, 135.409073 34.64543, 135.407661 34.64487, 135.406392 34.644112, 135.405309 34.64318, 135.404445 34.642103, 135.403829 34.640917, 135.403481 34.639659, 135.40341 34.638371, 135.403621 34.637093, 135.404105 34.635866, 135.404848 34.63473, 135.405826 34.633722, 135.407006 34.632873, 135.408352 34.632212, 135.40982 34.631759, 135.411362 34.631528, 135.41293 34.631528, 135.414472 34.631759, 135.41594 34.632212, 135.417286 34.632873, 135.418466 34.633722, 135.419444 34.63473, 135.420187 34.635866, 135.420671 34.637093, 135.420882 34.638371, 135.420811 34.639659, 135.420463 34.640917, 135.419847 34.642103, 135.418983 34.64318, 135.4179 34.644112, 135.416631 34.64487, 135.415219 34.64543, 135.413708 34.645773, 135.412146 34.645889))",ÉgÉåÅ[ÉhÉZÉìÉ^Å[ëO 800m radius,
POINT (135.407298 34.639214 0.0),ëÂç„ã‡çÑÉCÉìÉ^Å[ÉiÉVÉáÉiÉãè¨íÜçÇìôäwçZ,447.3 m from ÉgÉåÅ[ÉhÉZÉìÉ^Å[ëO
POINT (135.41744 34.634049 0.0),íÜÇ”ì™,
"POLYGON ((135.41744 34.641244, 135.415879 34.641128, 135.414367 34.640785, 135.412955 34.640225, 135.411687 34.639467, 135.410603 34.638535, 135.40974 34.637458, 135.409124 34.636272, 135.408775 34.635014, 135.408705 34.633726, 135.408915 34.632448, 135.4094 34.631221, 135.410143 34.630085, 135.41112 34.629077, 135.412301 34.628228, 135.413646 34.627567, 135.415114 34.627114, 135.416656 34.626883, 135.418224 34.626883, 135.419766 34.627114, 135.421234 34.627567, 135.422579 34.628228, 135.42376 34.629077, 135.424737 34.630085, 135.42548 34.631221, 135.425965 34.632448, 135.426175 34.633726, 135.426105 34.635014, 135.425756 34.636272, 135.42514 34.637458, 135.424277 34.638535, 135.423193 34.639467, 135.421925 34.640225, 135.420513 34.640785, 135.419001 34.641128, 135.41744 34.641244))",íÜÇ”ì™ 800m radius,
POINT (135.423495 34.635414 0.0),ëÂç„ésóßìÏç`ñkíÜäwçZ,574.4 m from íÜÇ”ì™
POINT (135.422814 34.630904 0.0),É|Å[ÉgÉ^ÉEÉìêº,
"POLYGON ((135.422814 34.638099, 135.421253 34.637983, 135.419741 34.63764, 135.418329 34.63708, 135.417061 34.636322, 135.415978 34.63539, 135.415114 34.634313, 135.414498 34.633127, 135.414149 34.631869, 135.414079 34.630581, 135.41429 34.629303, 135.414774 34.628076, 135.415517 34.62694, 135.416494 34.625932, 135.417675 34.625083, 135.419021 34.624422, 135.420488 34.623969, 135.42203 34.623738, 135.423598 34.623738, 135.42514 34.623969, 135.426607 34.624422, 135.427953 34.625083, 135.429134 34.625932, 135.430111 34.62694, 135.430854 34.628076, 135.431338 34.629303, 135.431549 34.630581, 135.431479 34.631869, 135.43113 34.633127, 135.430514 34.634313, 135.42965 34.63539, 135.428567 34.636322, 135.427299 34.63708, 135.425887 34.63764, 135.424375 34.637983, 135.422814 34.638099))",É|Å[ÉgÉ^ÉEÉìêº 800m radius,
POINT (135.425744 34.628809 0.0),ëÂç„ésóßìÏç`ìÏíÜäwçZ,355.2 m from É|Å[ÉgÉ^ÉEÉìêº
POINT (135.423495 34.635414 0.0),ëÂç„ésóßìÏç`ñkíÜäwçZ,505.3 m from É|Å[ÉgÉ^ÉEÉìêº
POINT (135.426594 34.627396 0.0),ëÂç„ï{óßêÖìsçëç€íÜäwçZÅEçÇìôäwçZ,521.4 m from É|Å[ÉgÉ^ÉEÉìêº
POINT (135.429149 34.630888 0.0),É|Å[ÉgÉ^ÉEÉììå,
"POLYGON ((135.429149 34.638083, 135.427588 34.637967, 135.426076 34.637624, 135.424664 34.637064, 135.423396 34.636306, 135.422313 34.635374, 135.421449 34.634297, 135.420833 34.633111, 135.420484 34.631853, 135.420414 34.630565, 135.420625 34.629287, 135.421109 34.62806, 135.421852 34.626924, 135.422829 34.625916, 135.42401 34.625067, 135.425356 34.624406, 135.426823 34.623953, 135.428365 34.623722, 135.429933 34.623722, 135.431475 34.623953, 135.432942 34.624406, 135.434288 34.625067, 135.435469 34.625916, 135.436446 34.626924, 135.437189 34.62806, 135.437673 34.629287, 135.437884 34.630565, 135.437814 34.631853, 135.437465 34.633111, 135.436849 34.634297, 135.435985 34.635374, 135.434902 34.636306, 135.433634 34.637064, 135.432222 34.637624, 135.43071 34.637967, 135.429149 34.638083))",É|Å[ÉgÉ^ÉEÉììå 800m radius,
POINT (135.425744 34.628809 0.0),ëÂç„ésóßìÏç`ìÏíÜäwçZ,387.9 m from É|Å[ÉgÉ^ÉEÉììå
POINT (135.426594 34.627396 0.0),ëÂç„ï{óßêÖìsçëç€íÜäwçZÅEçÇìôäwçZ,453.2 m from É|Å[ÉgÉ^ÉEÉììå
POINT (135.423495 34.635414 0.0),ëÂç„ésóßìÏç`ñkíÜäwçZ,721.7 m from É|Å[ÉgÉ^ÉEÉììå
POINT (135.434961 34.619248 0.0),ÉtÉFÉäÅ[É^Å[É~ÉiÉã,
"POLYGON ((135.434961 34.626443, 135.4334 34.626327, 135.431889 34.625984, 135.430477 34.625424, 135.429209 34.624666, 135.428125 34.623734, 135.427262 34.622657, 135.426646 34.621471, 135.426298 34.620213, 135.426227 34.618925, 135.426438 34.617647, 135.426922 34.61642, 135.427665 34.615284, 135.428642 34.614276, 135.429823 34.613427, 135.431168 34.612766, 135.432635 34.612313, 135.434177 34.612082, 135.435745 34.612082, 135.437287 34.612313, 135.438754 34.612766, 135.440099 34.613427, 135.44128 34.614276, 135.442257 34.615284, 135.443 34.61642, 135.443484 34.617647, 135.443695 34.618925, 135.443624 34.620213, 135.443276 34.621471, 135.44266 34.622657, 135.441797 34.623734, 135.440713 34.624666, 135.439445 34.625424, 135.438033 34.625984, 135.436522 34.626327, 135.434961 34.626443))",ÉtÉFÉäÅ[É^Å[É~ÉiÉã 800m radius,
POINT (135.438632 34.613823 0.0),ìÏç`ìå,
"POLYGON ((135.438632 34.621018, 135.437071 34.620902, 135.43556 34.620559, 135.434148 34.619999, 135.43288 34.619241, 135.431797 34.618309, 135.430934 34.617232, 135.430318 34.616046, 135.429969 34.614788, 135.429899 34.6135, 135.430109 34.612222, 135.430594 34.610995, 135.431337 34.609859, 135.432314 34.608851, 135.433494 34.608002, 135.434839 34.607341, 135.436307 34.606888, 135.437848 34.606657, 135.439416 34.606657, 135.440957 34.606888, 135.442425 34.607341, 135.44377 34.608002, 135.44495 34.608851, 135.445927 34.609859, 135.44667 34.610995, 135.447155 34.612222, 135.447365 34.6135, 135.447295 34.614788, 135.446946 34.616046, 135.44633 34.617232, 135.445467 34.618309, 135.444384 34.619241, 135.443116 34.619999, 135.441704 34.620559, 135.440193 34.620902, 135.438632 34.621018))",ìÏç`ìå 800m radius,
POINT (135.442227 34.612995 0.0),ï{óßç`ìÏë¢å`çÇìôäwçZ,341.7 m from ìÏç`ìå
POINT (135.445961 34.613816 0.0),ìÏç`å˚,
"POLYGON ((135.445961 34.621011, 135.4444 34.620895, 135.442889 34.620552, 135.441477 34.619992, 135.440209 34.619234, 135.439126 34.618302, 135.438263 34.617225, 135.437647 34.616039, 135.437298 34.614781, 135.437228 34.613493, 135.437438 34.612215, 135.437923 34.610988, 135.438666 34.609852, 135.439643 34.608844, 135.440823 34.607995, 135.442168 34.607334, 135.443636 34.606881, 135.445177 34.60665, 135.446745 34.60665, 135.448286 34.606881, 135.449754 34.607334, 135.451099 34.607995, 135.452279 34.608844, 135.453256 34.609852, 135.453999 34.610988, 135.454484 34.612215, 135.454694 34.613493, 135.454624 34.614781, 135.454275 34.616039, 135.453659 34.617225, 135.452796 34.618302, 135.451713 34.619234, 135.450445 34.619992, 135.449033 34.620552, 135.447522 34.620895, 135.445961 34.621011))",ìÏç`å˚ 800m radius,
POINT (135.442227 34.612995 0.0),ï{óßç`ìÏë¢å`çÇìôäwçZ,353.7 m from ìÏç`å˚
POINT (135.458627 34.610665 0.0),ïΩó—,
"POLYGON ((135.458627 34.61786, 135.457066 34.617744, 135.455555 34.617401, 135.454143 34.616841, 135.452875 34.616083, 135.451792 34.615151, 135.450929 34.614074, 135.450313 34.612888, 135.449964 34.61163, 135.449894 34.610342, 135.450105 34.609064, 135.450589 34.607837, 135.451332 34.606701, 135.452309 34.605693, 135.453489 34.604844, 135.454834 34.604183, 135.456302 34.60373, 135.457843 34.603499, 135.459411 34.603499, 135.460952 34.60373, 135.46242 34.604183, 135.463765 34.604844, 135.464945 34.605693, 135.465922 34.606701, 135.466665 34.607837, 135.467149 34.609064, 135.46736 34.610342, 135.46729 34.61163, 135.466941 34.612888, 135.466325 34.614074, 135.465462 34.615151, 135.464379 34.616083, 135.463111 34.616841, 135.461699 34.617401, 135.460188 34.617744, 135.458627 34.61786))",ïΩó— 800m radius,
POINT (135.459487 34.606855 0.0),ëÂç„ésóßêVñkìáíÜäwçZ,430.9 m from ïΩó—
POINT (135.495378 34.775423 0.0),óŒínåˆâÄ,
"POLYGON ((135.495378 34.782618, 135.493814 34.782502, 135.4923 34.782159, 135.490885 34.781599, 135.489615 34.780841, 135.48853 34.779909, 135.487665 34.778832, 135.487047 34.777646, 135.486698 34.776388, 135.486628 34.7751, 135.486839 34.773822, 135.487324 34.772595, 135.488068 34.771459, 135.489047 34.770451, 135.49023 34.769602, 135.491578 34.768941, 135.493048 34.768488, 135.494593 34.768257, 135.496163 34.768257, 135.497708 34.768488, 135.499178 34.768941, 135.500526 34.769602, 135.501709 34.770451, 135.502688 34.771459, 135.503432 34.772595, 135.503917 34.773822, 135.504128 34.7751, 135.504058 34.776388, 135.503709 34.777646, 135.503091 34.778832, 135.502226 34.779909, 135.501141 34.780841, 135.499871 34.781599, 135.498456 34.782159, 135.496942 34.782502, 135.495378 34.782618))",óŒínåˆâÄ 800m radius,
POINT (135.502197 34.772638 0.0),êÅìcésóßëÊàÍíÜäwçZ,695.6 m from óŒínåˆâÄ
POINT (135.497318 34.793111 0.0),ìçéRë‰,
"POLYGON ((135.497318 34.800306, 135.495754 34.80019, 135.494239 34.799847, 135.492824 34.799287, 135.491554 34.798529, 135.490468 34.797597, 135.489603 34.79652, 135.488986 34.795334, 135.488636 34.794076, 135.488566 34.792788, 135.488777 34.79151, 135.489262 34.790283, 135.490007 34.789147, 135.490986 34.788139, 135.492169 34.78729, 135.493517 34.786629, 135.494987 34.786176, 135.496533 34.785945, 135.498103 34.785945, 135.499649 34.786176, 135.501119 34.786629, 135.502467 34.78729, 135.50365 34.788139, 135.504629 34.789147, 135.505374 34.790283, 135.505859 34.79151, 135.50607 34.792788, 135.506 34.794076, 135.50565 34.795334, 135.505033 34.79652, 135.504168 34.797597, 135.503082 34.798529, 135.501812 34.799287, 135.500397 34.799847, 135.498882 34.80019, 135.497318 34.800306))",ìçéRë‰ 800m radius,
POINT (135.504263 34.795887 0.0),êÅìcésóßí|å©ë‰íÜäwçZ,705.3 m from ìçéRë‰
POINT (135.500379 34.787252 0.0),êÅìcésóßìÏêÁó¢íÜäwçZ,709.0 m from ìçéRë‰
POINT (135.495191 34.807459 0.0),êÁó¢íÜâõ,
"POLYGON ((135.495191 34.814654, 135.493626 34.814538, 135.492112 34.814195, 135.490696 34.813635, 135.489426 34.812877, 135.48834 34.811945, 135.487475 34.810868, 135.486857 34.809682, 135.486508 34.808424, 135.486437 34.807136, 135.486648 34.805858, 135.487134 34.804631, 135.487879 34.803495, 135.488858 34.802487, 135.490041 34.801638, 135.491389 34.800977, 135.49286 34.800524, 135.494406 34.800293, 135.495976 34.800293, 135.497522 34.800524, 135.498993 34.800977, 135.500341 34.801638, 135.501524 34.802487, 135.502503 34.803495, 135.503248 34.804631, 135.503734 34.805858, 135.503945 34.807136, 135.503874 34.808424, 135.503525 34.809682, 135.502907 34.810868, 135.502042 34.811945, 135.500956 34.812877, 135.499686 34.813635, 135.49827 34.814195, 135.496756 34.814538, 135.495191 34.814654))",êÁó¢íÜâõ 800m radius,
POINT (135.489536 34.80495 0.0),ñLíÜésóßëÊã„íÜäwçZ,586.9 m from êÁó¢íÜâõ
POINT (135.487714 34.804478 0.0),ëÂç„ï{óßêÁó¢ê¬â_çÇìôäwçZ,758.9 m from êÁó¢íÜâõ
POINT (135.490232 34.821811 0.0),ñ•ñ ëDèÍç„ëÂëO,
"POLYGON ((135.490232 34.829006, 135.488667 34.82889, 135.487152 34.828547, 135.485737 34.827987, 135.484466 34.827229, 135.48338 34.826297, 135.482514 34.82522, 135.481897 34.824034, 135.481547 34.822776, 135.481477 34.821488, 135.481688 34.82021, 135.482174 34.818983, 135.482918 34.817847, 135.483898 34.816839, 135.485081 34.81599, 135.48643 34.815329, 135.487901 34.814876, 135.489446 34.814645, 135.491018 34.814645, 135.492563 34.814876, 135.494034 34.815329, 135.495383 34.81599, 135.496566 34.816839, 135.497546 34.817847, 135.49829 34.818983, 135.498776 34.82021, 135.498987 34.821488, 135.498917 34.822776, 135.498567 34.824034, 135.49795 34.82522, 135.497084 34.826297, 135.495998 34.827229, 135.494727 34.827987, 135.493312 34.828547, 135.491797 34.82889, 135.490232 34.829006))",ñ•ñ ëDèÍç„ëÂëO 800m radius,
POINT (135.486739 34.816604 0.0),ëÂç„ï{óßñLìáçÇìôäwçZ,661.0 m from ñ•ñ ëDèÍç„ëÂëO
POINT (135.48906 34.831376 0.0),ñ•ñ äûñÏ,
"POLYGON ((135.48906 34.838571, 135.487495 34.838455, 135.48598 34.838112, 135.484564 34.837552, 135.483293 34.836794, 135.482207 34.835862, 135.481341 34.834785, 135.480724 34.833599, 135.480374 34.832341, 135.480304 34.831053, 135.480515 34.829775, 135.481001 34.828548, 135.481745 34.827412, 135.482725 34.826404, 135.483908 34.825555, 135.485257 34.824894, 135.486728 34.824441, 135.488274 34.82421, 135.489846 34.82421, 135.491392 34.824441, 135.492863 34.824894, 135.494212 34.825555, 135.495395 34.826404, 135.496375 34.827412, 135.497119 34.828548, 135.497605 34.829775, 135.497816 34.831053, 135.497746 34.832341, 135.497396 34.833599, 135.496779 34.834785, 135.495913 34.835862, 135.494827 34.836794, 135.493556 34.837552, 135.49214 34.838112, 135.490625 34.838455, 135.48906 34.838571))",ñ•ñ äûñÏ 800m radius,
POINT (135.480606 34.830689 0.0),ñ•ñ ésóßëÊìÒíÜäwçZ,775.4 m from ñ•ñ äûñÏ
POINT (135.511535 34.728472 0.0),éƒìá,
"POLYGON ((135.511535 34.735667, 135.509972 34.735551, 135.508459 34.735208, 135.507045 34.734648, 135.505775 34.73389, 135.50469 34.732958, 135.503826 34.731881, 135.503209 34.730695, 135.50286 34.729437, 135.50279 34.728149, 135.503001 34.726871, 135.503486 34.725644, 135.504229 34.724508, 135.505208 34.7235, 135.50639 34.722651, 135.507737 34.72199, 135.509206 34.721537, 135.51075 34.721306, 135.51232 34.721306, 135.513864 34.721537, 135.515333 34.72199, 135.51668 34.722651, 135.517862 34.7235, 135.518841 34.724508, 135.519584 34.725644, 135.520069 34.726871, 135.52028 34.728149, 135.52021 34.729437, 135.519861 34.730695, 135.519244 34.731881, 135.51838 34.732958, 135.517295 34.73389, 135.516025 34.734648, 135.514611 34.735208, 135.513098 34.735551, 135.511535 34.735667))",éƒìá 800m radius,
POINT (135.51248 34.727423 0.0),ëÂç„ésóßéƒìáíÜäwçZ,145.2 m from éƒìá
POINT (135.510431 34.729915 0.0),ëÂç„ï{óßéƒìáçÇìôäwçZ,189.5 m from éƒìá
POINT (135.507015 34.732405 0.0),è¨íÜàÍä—çZÇﬁÇ≠ÇÃÇ´äwâÄÅ@ëÂç„ésóßå[î≠è¨äwçZÅEëÂç„ésóßíÜìáíÜäwçZ,601.5 m from éƒìá
POINT (135.51689 34.739252 0.0),íWòH,
"POLYGON ((135.51689 34.746447, 135.515327 34.746331, 135.513813 34.745988, 135.512399 34.745428, 135.511129 34.74467, 135.510045 34.743738, 135.50918 34.742661, 135.508563 34.741475, 135.508214 34.740217, 135.508144 34.738929, 135.508355 34.737651, 135.50884 34.736424, 135.509584 34.735288, 135.510562 34.73428, 135.511744 34.733431, 135.513092 34.73277, 135.514561 34.732317, 135.516105 34.732086, 135.517675 34.732086, 135.519219 34.732317, 135.520688 34.73277, 135.522036 34.733431, 135.523218 34.73428, 135.524196 34.735288, 135.52494 34.736424, 135.525425 34.737651, 135.525636 34.738929, 135.525566 34.740217, 135.525217 34.741475, 135.5246 34.742661, 135.523735 34.743738, 135.522651 34.74467, 135.521381 34.745428, 135.519967 34.745988, 135.518453 34.746331, 135.51689 34.746447))",íWòH 800m radius,
POINT (135.519962 34.746164 0.0),â∫êVèØ,
"POLYGON ((135.519962 34.753359, 135.518398 34.753243, 135.516885 34.7529, 135.515471 34.75234, 135.514201 34.751582, 135.513116 34.75065, 135.512251 34.749573, 135.511634 34.748387, 135.511285 34.747129, 135.511215 34.745841, 135.511426 34.744563, 135.511911 34.743336, 135.512655 34.7422, 135.513634 34.741192, 135.514816 34.740343, 135.516163 34.739682, 135.517633 34.739229, 135.519177 34.738998, 135.520747 34.738998, 135.522291 34.739229, 135.523761 34.739682, 135.525108 34.740343, 135.52629 34.741192, 135.527269 34.7422, 135.528013 34.743336, 135.528498 34.744563, 135.528709 34.745841, 135.528639 34.747129, 135.52829 34.748387, 135.527673 34.749573, 135.526808 34.75065, 135.525723 34.751582, 135.524453 34.75234, 135.523039 34.7529, 135.521526 34.753243, 135.519962 34.753359))",â∫êVèØ 800m radius,
POINT (135.522881 34.752033 0.0),êÅìcésóßëÊéOíÜäwçZ,705.0 m from â∫êVèØ
POINT (135.523588 34.763158 0.0),êÅìc,
